SN,Village,Gender,R_2_HH,HH_Size,Age,Ethnicity,Decisions,P_Decisions,Education,Experience,Owning_Livestock,Livestock_No,Livestock_value,Fodder_Exp,Veterinary_Exp,Enclosure_Exp,Hired_Lbr_Exp,Revenue,Land_Own,Land_Size,Land_Use,Cattle,Sheep,Chicken,Pigs,Dairy_Cattle,Dairy_Cattle_No,Grazing_location,Transport2Grazing,Travel_Time,Aquire_Grazig,Grazing_land_source,Grazing_land_purchase_cost,Rent_previous_season,Rented_years,LeasedGrazingExternal,Land_rent_income,Estmtd_rental_income,LandMoistureLevel,Land_fertility,GrazingWaterSource,irrigation_sources,Vet_distance_avg,Distance_to_village,OwnRadio,OwnTelevision,OwnPhone,OwnTransport,Men_labour_days,Men_labour_hours_per_day,Men_labour_workers_avg,men_labour_wage_per_day,Women_labour_days,Women_labour_hours_per_day,Women_labour_workers_avg,Women_labour_wage_per_day,Men_family_labour_days,Men_family_labour_hours_per_day,Men_family_labour_workers,Women_family_labour_days,Women_family_labour_hours_per_da,Women_family_labour_workers,Child_labour_days,Child_labour_hours_per_day,Child_labour_workers_avg,Herd_size,Rope_Qty,Feeds_Qty,Herd_Size_Exp,Rope_Exp,Cattle_feeds_exp,concentratesQty,Dairy_drugs_Qty,Improved_Breed_No,Dairy_Concrete_Exp,Dairy_Drug_Exp,Improved_breed_Exp,Hired_Labour_Exp,Production_Tools_Exp,Technology_Adoption,Cowshed_Type,Breeding_Type,Vet_Treatment_Adoption,Cleaning_activities,Vaccination_Adoption,Feed_Technology,Improved_herd_mngmt_desire,Herd_Mngmnt_Type,Information_Access,Information_Source,Extension_Participation,Extension_Type,Attitude_towards_technology,Technology_Ease_of_Use,Dairy_Technologies_Usefullness,Technology_Perceived_Cost,Leading_Companies_Favour,Important_People_Favour,Contractor_Favour,Intention_To_Adopt,Information_seeking_frequency,Decision_making_ability,Gvt_Ext_Office,Contractor,Input_Suplier,Farmer_Orgnztn,NGO,Agri_Agent_Cmnction,Info_Received,Adherence_to_advice,Land_use_advice,Planting_advice,Seed_use_advice,Fertilizer_advice,Other_advice,Extension_Exp,Milk_per_day,Milk_Days,Sold_Milk,Milk_Price,Milk_Buyer,Quality_Determiner,Home_Milk,Manure_Obtained,Sold_Manure,Manure_Price,milkproductivity,Total_Milk,Food_Exp,Meals_Per_Day,Hungry_Season_Duration,Food_Insecurity_Status,ContractFarming,YearsInContractFarming,Input_access,Market_access,Credit_access,Extension_services,Contract_Type,Copy_of_Contract,Contract_Formulation,AcresUnderContractFarming,Milk_Sale_Price,Amount_Produced,Livestock_Keeping_Area,Quality_of_Milk,Date_of_Milking,Inputs_to_be_Used,Contractor_Compliance,Contractor_Non_Compliance,Respondent_Compliance,Farmer_Non_compliance,Negotiations,Mediation,Reconciliation,Arbitration,Participation_Criteria,Private_companies,International_organizations,Local_Government_Authority,Individuals,contractors,Financial_Institution,Institution_Roles,Continue_Contract_Farming,Pay_For_Contract_Farming,Willing_To_Pay_Amount,Farmers_group,Group_size,Group_Experience,Market_System,Milk_Sale,Off_Farm_Work,Off_Farm_Work_Days,Employed_By,Received_Payment,Reason_4_Pay,Duration_4_Pay,Payment,Cultivate_Crop,Crop_Land,Maize,Beans,Sun_Flower,Crop_Production_Costs,Maize_Harvest,Beans_Haverst,Sun_Flower_Harvest,Maize_Consumption,Beans_Consumption,Sun_Flower_Consumption,Maize_Commercial,Beans_Commercial,Sun_Flower_Commercial,Maize_Revenue,Beans_Revenue,Sun_Flower_Revenue,Business_Operation,Business_Duration,Business_Type,Busiess_Cost,Business_Revenue,Availability_Dry_Fodder,Availability_Green_Fodder,Availability_Concentrates,Availability_Grazing_Land,Availability_Hired_labour,Availability_Vet_Treatment,Availability_AI,Availability_Vaccination,Availability_Rental_Land,Availability_Purchase_Land,Availability_Production_Tools,Liquidity_Dry_Fodder,Liquidity_Green_Fodder,LIquidity_Concentrates,Liquidity_Grazing_Land,Liquidity_Hired_labour,Liquidity_Vet_Treatment,Liquidity_AI,Liquidity_Vaccination,Liquidity_Rental_Land,Liquidity_Purchase_Land,Liquidity_Production_Tools,Risk_Tolerance,New_Breed_Adoption,Breed_Type,veterinary,milk_produced,Total_Milk_w,edu,lnage,lnexperience,Veterinary_Exp_w,Cattle_feeds_exp_w,lncatfeed_exp,lnVeterinary_Exp,extension1,extension,Distance_to_Town,Dairy_Cattle_No_w,AI,Vet_services,both,Hiredlbr_new,Vaccination_Adoption_01,HH_Size_w,Dairy_Concrete_Exp_w,production_tools,hiredlbr,Gender_1,Gender_2,Education_1,Education_2,Education_3,Education_4,OwnTelevision_1,OwnTelevision_2,AI_1,AI_2,Risk_Tolerance_1,Risk_Tolerance_2,Risk_Tolerance_3,extension_1,extension_2,Farmers_group_1,Farmers_group_2,ContractFarming_1,ContractFarming_2,Liquidity_Vet_Treatment_1,Liquidity_Vet_Treatment_2,Liquidity_Vet_Treatment_3,Liquidity_Vaccination1,Liquidity_Vaccination2,lnqtyfeeds,lnqtyconcrete,Land_fertility_1,Land_fertility_2,Decision_making_ability_1,Decision_making_ability_2,Decision_making_ability_3,Off_Farm_Work_1,Off_Farm_Work_2,Business_Operation_1,Business_Operation_2,vet_services,Information_seeking_frequency1,Information_seeking_frequency2,Information_seeking_frequency3,Liquidity_Vet_Treatment1,Liquidity_Vet_Treatment2,Liquidity_Vet_Treatment3,both1,both2,both3,Feeds_Qty_01,lnfeed,lnfeed1,Fodder_Exp_01,lnfodder,vetexp,vetvisits,Adherence,ATT,ATU
139,ashira,Female,Spouse,5,57,Chagga,HH & HM,Yes,Primary school,19,Yes,1,1100000,360000,29000,,,1080000,Yes,1.75,Animal keeping,Yes,,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,42.5,Yes,Yes,Yes,No,,,,,,,,,,,,30,2,1,30,2,2,1,1,420,0,0,180000,12,,1,72000,29000,0,,No,Yes,,Natural,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Large effort in training/advice,Advantageous,Yes,,,,Would adopt,Less Frequent,Medium,,Yes,No,,,Several times per month,Dairy production,Mostly,,,,,,0,7,30,1350,800,Contractor,Buyer,480,70,No,,1830,1830,1500000,Three meals,,Not food insecure,Yes,3,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,12,Small business (shop),4000000,7000000,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,1830,Primary education,4.0430512,2.9444389,29000,180000,12.100712,10.275051,Yes,Yes,42.5,1,No,Yes,both,0,Yes,5,72000,No,No,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,6.0402546,2.4849067,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,420,6.0402546,6.0402546,360000,12.793859,29000,3,Agree,1263.5608,1023.8405
140,ashira,Female,Spouse,4,40,Chagga,HH & HM,Yes,Post secondary education,5,Yes,1,850000,0,22000,,600000,100800,Yes,1.25,Animal keeping,Yes,,,,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,43.5,Yes,Yes,Yes,Yes,30,3.5,1,1666,,,,,,,,10,1,1,,,,2,1,370,0,0,158000,4,,1,24000,22000,0,600000,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,,,,,Less Frequent,Medium,,No,Yes,,,Several times per month,Dairy production,Sometimes,,,,,,0,5,30,840,1200,Neighbour,Seller,360,60,No,,1200,1200,1200000,Three meals,,Not food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,Yes,181,Central government,Yes,,Per month,950000,No,,,,,,,,,,,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,No constraints,Slightly constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,1200,Secondary & above education,3.6888795,1.6094379,22000,158000,11.97035,9.9987974,Yes,Yes,43.5,1,Yes,No,either,600000,No,4,24000,No,Yes,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,5.9135032,1.3862944,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,370,5.9135032,5.9135032,135000,11.81303,22000,3,Agree,1893.5944,1060.7642
141,ashira,Female,Spouse,5,71,Chagga,HH & HM,Yes,Primary school,48,Yes,2,1500000,0,32000,,,1440000,Yes,2,Animal keeping,Yes,,,,Yes,2,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,43.5,Yes,Yes,Yes,No,,,,,,,,,,,,30,3,1,30,2,1,2,2,280,0,0,180000,6,,1,0,32000,0,,No,Yes,,Artificial insemination,No,Regular cleaning,No,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,No,,Acceptable,Large effort in training/advice,Advantageous,Yes,,,,,Less Frequent,Medium,,No,Yes,,,Several times per month,Dairy production,Mostly,,,,,,,6,30,1200,1200,Neighbour,Seller,240,80,No,,720,1440,1500000,Three meals,,Not food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.5,Yes,Yes,,200000,4,.3,,Yes,No,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Slightly constrained,No constraints,Slightly constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk averse,Disagree,Improved Breed,1,0,1440,Primary education,4.2626801,3.871201,32000,180000,12.100712,10.373491,Yes,Yes,43.5,1,Yes,No,non,0,No,5,0,No,No,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,5.6347895,1.7917595,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,280,5.6347895,5.6347895,147000,11.898188,16000,2,Neutral,2304.5691,1027.8225
142,ashira,Female,Head,2,75,Chagga,HH,Yes,Primary school,55,Yes,2,3500000,600000,68000,,720000,2688000,Yes,1,Animal keeping,Yes,,,,Yes,2,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,43,Yes,Yes,Yes,No,30,4,1,2000,,,,,,,,30,2.5,1,,,,4,4,290,0,0,1200000,120,,0,150000,48000,20000,720000,No,Yes,,Artificial insemination,No,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Large effort in training/advice,Advantageous,Yes,Yes,Yes,Yes,Would adopt,Less Frequent,Medium,,Yes,No,,,Once per month,Dairy production,Always exactly,,,,,,,15,30,3360,800,Contractor,Buyer,240,,No,,1800,3600,900000,Three meals,,Not food insecure,Yes,6,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Provision of extension services,Yes,No,,No,,,,,No,,,,,,,Yes,.5,Yes,Yes,,,2,.26,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Somewhat constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,3600,Primary education,4.3174882,4.0073333,68000,555000,13.226724,11.127263,Yes,Yes,43,2,Yes,No,either,720000,Yes,2,150000,No,Yes,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,5.6698809,4.7874918,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,290,5.6698809,5.6698809,600000,13.304685,24000,3,Agree,4737.1812,3182.9182
143,lyasongoro,Female,Head,2,73,Chagga,HH,Yes,Primary school,53,Yes,4,4100000,600000,68000,,720000,2592000,Yes,1,Animal keeping,Yes,,,,Yes,2,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,43,Yes,Yes,Yes,No,30,4,1,2000,,,,,,,,30,2.5,1,,,,4,4,940,,0,1260000,120,,2,150000,48000,20000,720000,No,Yes,,Artificial insemination,No,Regular cleaning,Yes,Recomended,No,keep cattle health,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Less Frequent,High,,Yes,No,,,Several times per month,Dairy production,Mostly,,,,,,,14,30,3240,800,Contractor,Buyer,120,,No,,1680,3360,800000,Three meals,,Not food insecure,Yes,5,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,.25,Yes,Yes,,,1,.1,,Yes,Yes,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Slightly constrained,No constraints,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,3360,Primary education,4.2904596,3.9702919,68000,555000,13.226724,11.127263,Yes,Yes,43,2,Yes,No,either,720000,Yes,2,150000,No,Yes,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,6.84588,4.7874918,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,940,6.84588,6.84588,600000,13.304685,24000,3,Agree,6225.2607,3962.1675
144,ashira,Male,Head,3,67,Chagga,HH & HM,Yes,Primary school,21,Yes,2,1500000,600000,28000,,300000,976000,Yes,.5,Animal keeping,Yes,,,,Yes,1,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,Yes,River/stream,,43,Yes,Yes,Yes,No,12,2,1,2000,,,,,30,3,1,30,2,1,,,,2,2,840,,0,570000,10,,1,48000,28000,0,300000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Contractor,Yes,Training programs,Wise,Large effort in training/advice,Improve profitability,Yes,No,No,No,Would adopt,Less Frequent,High,,Yes,No,,,Several times per month,Dairy production,Mostly,,,,,,,4,30,720,800,Contractor,Buyer,540,120,No,,1260,1260,700000,Three meals,,Low food insecure,Yes,8,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,.5,Yes,,,90000,,,,Yes,,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Somewhat constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,1260,Primary education,4.2046928,3.0445225,28000,555000,13.226724,10.23996,Yes,Yes,43,2,Yes,Yes,both,300000,Yes,3,48000,No,Yes,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,6.7334018,2.3025851,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,840,6.7334018,6.7334018,600000,13.304685,28000,3,Agree,3034.7664,2748.1277
145,lyasongoro,Male,Head,2,72,Chagga,HH & HM,Yes,Primary school,15,Yes,2,1600000,600000,24000,,400000,576000,Yes,.25,Animal keeping,Yes,,,,Yes,1,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,44,Yes,Yes,Yes,No,30,2,1,1111,,,,,30,2,1,30,2,1,,,,2,2,840,0,0,540000,12,,1,60000,24000,0,400000,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Less Frequent,Medium,,Yes,No,,,Several times per month,Dairy production,Mostly,,,,,,,3.5,30,720,800,Contractor,Buyer,540,120,No,,1260,1260,750000,Three meals,,Not food insecure,Yes,7,,Yes,,,Verbal,,No,,,,,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk neutral,Agree,Local Breed,1,0,1260,Primary education,4.2766662,2.7080503,24000,540000,13.199325,10.085809,Yes,Yes,44,1,Yes,No,either,400000,No,2,60000,No,Yes,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,6.7334018,2.4849067,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,840,6.7334018,6.7334018,600000,13.304685,24000,3,Agree,2875.1631,1799.8557
146,ashira,Female,Spouse,4,54,Chagga,HH & HM,Yes,Primary school,30,Yes,3,4500000,620000,68000,,600000,1700000,Yes,3,Animal keeping,Yes,Yes,,,Yes,1,Within the village,By foot,,Owned it already,,,,,No,,,About the same,More fertile,No,,,43,Yes,Yes,Yes,No,30,4,1,1666,,,,,,,,30,4,1,,,,3,4,1680,0,10000,1000000,60,,0,150000,28000,40000,600000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Contractor,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Less Frequent,Medium,,No,Yes,,,Several times per month,Dairy production,Mostly,,,,,,,9,30,1920,900,Contractor,Buyer,240,360,No,,2160,2160,1300000,Three meals,,Not food insecure,Yes,7,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Residence,,,,Yes,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,1.5,Yes,Yes,,200000,5,.75,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,No constraints,No constraints,Somewhat constrained,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,2160,Primary education,3.9889841,3.4011974,68000,555000,13.226724,11.127263,Yes,Yes,43,1,Yes,Yes,both,600000,Yes,4,150000,No,Yes,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,7.426549,4.0943446,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1680,7.426549,7.426549,620000,13.337475,28000,3,Agree,4457.4487,3364.6462
147,lyasongoro,Female,Spouse,3,54,Chagga,HH & HM,Yes,Post secondary education,33,Yes,4,5300000,820000,168000,,600000,1728000,Yes,2.5,Animal keeping,Yes,,Yes,,Yes,4,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,43.5,Yes,Yes,Yes,No,30,4,1,1666,,,,,,,,30,4,1,,,,4,4,1680,,10000,1200000,60,,2,180000,68000,100000,600000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Frequent,Medium,,Yes,No,,,Several times per month,Dairy production,Always exactly,,,,,,,9,30,1920,900,Contractor,Buyer,240,360,No,,2040,8160,1500000,Three meals,,Not food insecure,Yes,10,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,2,Yes,Yes,,175000,5,.5,1,Yes,,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,No constraints,No constraints,Somewhat constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,2160,Primary education,3.9889841,3.4965076,82000,555000,13.226724,11.314474,Yes,Yes,43.5,3,Yes,Yes,both,600000,Yes,3,180000,No,Yes,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,7.426549,4.0943446,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1680,7.426549,7.426549,820000,13.61706,17000,2,Neutral,5286.3184,5198.9053
148,ashira,Female,Spouse,4,61,Chagga,HH & HM,Yes,Post secondary education,32,Yes,3,7000000,640000,87000,,720000,4212000,Yes,2.5,Animal keeping,Yes,,,,Yes,4,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,43,Yes,Yes,Yes,No,30,2,1,2000,,,,,30,1,1,30,1,1,,,,5,8,1260,,7000,900000,188,,0,0,47000,40000,720000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Contractor,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,No,No,No,Would adopt,Frequent,High,,Yes,No,,,Several times per month,Dairy production,,,,,,,,15,30,4680,900,Contractor,Buyer,720,,No,,1350,5400,1500000,Three meals,,Not food insecure,Yes,8,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,,,,Yes,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,.5,Yes,Yes,,115000,4,.3,,Yes,Yes,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Somewhat constrained,No constraints,Somewhat constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,5400,Primary education,4.1108737,3.4657359,82000,555000,13.226724,11.314474,Yes,Yes,43,3,Yes,Yes,both,720000,Yes,4,0,No,Yes,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,7.1388669,5.2364421,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1260,7.1388669,7.1388669,640000,13.369224,11750,2,Neutral,4713.6787,5375.4854
149,lyasongoro,Female,Spouse,5,52,Chagga,HH & HM,Yes,Post secondary education,26,Yes,8,,820000,137000,,900000,5670000,Yes,3,Animal keeping,Yes,,,,Yes,7,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,43,Yes,Yes,Yes,No,30,1,1,2500,,,,,30,1,1,30,1,1,,,,8,8,1756,,7000,1800000,220,,3,0,57000,80000,900000,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Frequent,High,,Yes,No,,,Several times per month,Dairy production,Mostly,,,,,,,19.5,30,6300,900,Contractor,Buyer,720,,No,,1002.8571,7020,1300000,Three meals,,Low food insecure,Yes,,,Yes,,,Verbal,,No,,,Yes,Yes,,,,Yes,,Yes,,Yes,,,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,5,Yes,Yes,,,1,,,Yes,,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,No constraints,No constraints,Somewhat constrained,No constraints,No constraints,Somewhat constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,6120,Primary education,3.9512436,3.2580965,82000,555000,13.226724,11.314474,Yes,Yes,43,3,Yes,Yes,both,900000,Yes,5,0,No,Yes,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,7.4707937,5.3936276,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1756,7.4707937,7.4707937,820000,13.61706,8142.8569,1,Disagree,7176.6206,6247.9878
150,ashira,Female,Spouse,4,37,Chagga,HH & HM,Yes,Primary school,9,Yes,3,300000,700000,65000,,400000,,Yes,1.25,Animal keeping,Yes,,,,Yes,3,Within the village,By foot,,Owned it already,,,,,No,,,More wet,More fertile,No,,,43,Yes,Yes,Yes,Yes,30,1,1,1111,,,,,,,,30,2,1,,,,3,3,1254,,0,1351500,160,,0,100000,25000,40000,,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Recomended,Yes,keep cattle health,Yes,Veterinary doctors,Yes,Training programs,Acceptable,Substantial restructuring,Improve profitability,Yes,No,No,No,Would adopt,Frequent,Medium,,Yes,No,,,Once per month,Dairy production,Always exactly,,,,,,,18,30,3840,900,Contractor,Buyer,480,,No,,1440,4320,1500000,Three meals,,Not food insecure,Yes,6,,,,,Verbal,,No,,,Yes,Yes,,,,No,Did not accept quality,Yes,,,,Yes,,Residence,Yes,,,,,,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,.5,Yes,Yes,,120000,2,.5,,Yes,Yes,,,,,,,,No,,,,,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Slightly constrained,No constraints,Slightly constrained,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,4320,Primary education,3.6109178,2.1972246,65000,555000,13.226724,11.082143,Yes,Yes,43,3,Yes,Yes,both,400000,Yes,4,100000,No,Yes,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,7.1340938,5.0751739,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1254,7.1340938,7.1340938,700000,13.458836,8333.333,1,Disagree,4508.6274,4992.9932
